query,type,dataset,datasetURL,metaData,spec
Stack bar chart of SUM(worldwide gross) vs. movie genre based on content rating,Fully specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Major Genre', 'type': 'ordinal'}, 'y': {'aggregate': 'sum', 'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'title': 'SUM (Worldwide Gross)', 'format': '~s'}}, 'color': {'field': 'Content Rating', 'type': 'nominal'}}}"
"For each ship mode, plot a bar graph where each bar indicates the average profit of each segment",Fully specified,superstore,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/superstore.csv,"{fields: [{field: Days to Ship, type: quantitative}, {field: Sales Forecast, type: quantitative}, {field: Ship Status, type: nominal}, {field: Category, type: nominal}, {field: City, type: nominal}, {field: Country, type: nominal}, {field: Customer Name, type: nominal}, {field: Order Date, type: nominal}, {field: Order ID, type: nominal}, {field: Product Name, type: nominal}, {field: Profit, type: quantitative}, {field: Quantity, type: quantitative}, {field: Region, type: nominal}, {field: Sales, type: quantitative}, {field: Segment, type: nominal}, {field: Ship Mode, type: nominal}, {field: State, type: nominal}, {field: Sub-Category, type: nominal}], primaryKey: [Order ID, Product Name]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/superstore.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'column': {'field': 'Ship Mode', 'type': 'ordinal'}, 'x': {'field': 'Segment', 'scale': {}, 'type': 'ordinal', 'axis': {'title': None, 'labels': False, 'ticks': False}}, 'y': {'aggregate': 'mean', 'field': 'Profit', 'type': 'quantitative', 'axis': {'title': 'AVG (Profit)'}}, 'color': {'field': 'Segment', 'type': 'nominal'}}}"
Which genre movie makes most worldwide gross,Under specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Major Genre', 'type': 'nominal'}, 'y': {'aggregate': 'mean', 'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'title': 'AVG (Worldwide Gross)', 'format': '~s'}}}}"
"show profit vs sales as scatter plot', 'use a different color for each region",Fully specified,superstore,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/superstore.csv,"{fields: [{field: Days to Ship, type: quantitative}, {field: Sales Forecast, type: quantitative}, {field: Ship Status, type: nominal}, {field: Category, type: nominal}, {field: City, type: nominal}, {field: Country, type: nominal}, {field: Customer Name, type: nominal}, {field: Order Date, type: nominal}, {field: Order ID, type: nominal}, {field: Product Name, type: nominal}, {field: Profit, type: quantitative}, {field: Quantity, type: quantitative}, {field: Region, type: nominal}, {field: Sales, type: quantitative}, {field: Segment, type: nominal}, {field: Ship Mode, type: nominal}, {field: State, type: nominal}, {field: Sub-Category, type: nominal}], primaryKey: [Order ID, Product Name]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/superstore.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.75, 'tooltip': None}, 'encoding': {'color': {'field': 'Region', 'type': 'nominal'}, 'x': {'field': 'Sales', 'type': 'quantitative'}, 'y': {'field': 'Profit', 'type': 'quantitative'}}}"
Show me count of movie runtimes,Under specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'bin': True, 'field': 'Running Time', 'type': 'quantitative', 'axis': {'title': 'Running Time'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
Plot production budget against worldwide gross for the different rating categories of movies.,Under specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'point', 'filled': True, 'tooltip': None}, 'encoding': {'column': {'field': 'Content Rating', 'type': 'nominal'}, 'x': {'field': 'Production Budget', 'type': 'quantitative', 'axis': {'format': '~s'}}, 'y': {'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'format': '~s'}}}}"
Are IMDb rating and rotten tomatoes rating related,Under specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.5, 'tooltip': None}, 'encoding': {'x': {'field': 'IMDB Rating', 'type': 'quantitative'}, 'y': {'field': 'Rotten Tomatoes Rating', 'type': 'quantitative'}}}"
what is the sales trend of the different product categories?,Under specified,superstore,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/superstore.csv,"{fields: [{field: Days to Ship, type: quantitative}, {field: Sales Forecast, type: quantitative}, {field: Ship Status, type: nominal}, {field: Category, type: nominal}, {field: City, type: nominal}, {field: Country, type: nominal}, {field: Customer Name, type: nominal}, {field: Order Date, type: nominal}, {field: Order ID, type: nominal}, {field: Product Name, type: nominal}, {field: Profit, type: quantitative}, {field: Quantity, type: quantitative}, {field: Region, type: nominal}, {field: Sales, type: quantitative}, {field: Segment, type: nominal}, {field: Ship Mode, type: nominal}, {field: State, type: nominal}, {field: Sub-Category, type: nominal}], primaryKey: [Order ID, Product Name]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/superstore.csv'}, 'mark': {'type': 'line', 'tooltip': None}, 'encoding': {'x': {'timeUnit': 'yearmonth', 'field': 'Order Date', 'type': 'temporal', 'axis': {'title': 'Order Date'}}, 'y': {'aggregate': 'sum', 'field': 'Sales', 'type': 'quantitative', 'axis': {'title': 'SUM (Sales)'}}, 'color': {'field': 'Category', 'type': 'nominal', 'legend': {'title': 'Category'}}}}"
show me the origin country by cylinder count in a bar chart,Under specified,cars,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Cylinders', 'type': 'ordinal'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT', 'format': '~s'}}, 'color': {'field': 'Origin', 'type': 'nominal'}}}"
Sum weight in a bar chart,Under specified,cars,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'bin': True, 'field': 'Weight', 'type': 'quantitative', 'axis': {'title': 'Weight'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
show me the average weight in a line chart,Under specified,cars,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv'}, 'mark': {'type': 'line', 'tooltip': None}, 'encoding': {'x': {'timeUnit': 'year', 'field': 'Year', 'type': 'temporal', 'axis': {'title': 'Year'}}, 'y': {'aggregate': 'mean', 'field': 'Weight', 'type': 'quantitative', 'axis': {'title': 'AVG (Weight)', 'format': '~s'}}}}"
show me average acceleration based on cylinders and country of origin,Under specified,cars,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'column': {'field': 'Cylinders', 'type': 'ordinal'}, 'x': {'field': 'Origin', 'scale': {}, 'type': 'nominal', 'axis': {'title': '', 'labels': False, 'ticks': False}}, 'y': {'aggregate': 'mean', 'field': 'Acceleration', 'type': 'quantitative', 'axis': {'title': 'AVG (Acceleration)', 'format': '~s'}}, 'color': {'field': 'Origin', 'type': 'nominal'}}}"
show me the count of cars by country of origin in bar chart,Fully specified,cars,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Origin', 'type': 'nominal', 'sort': {'encoding': 'y', 'order': 'descending'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
should me acceleration compared to horsepower in a scatter chart,Fully specified,cars,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.7, 'tooltip': None}, 'encoding': {'x': {'field': 'Horsepower', 'type': 'quantitative'}, 'y': {'field': 'Acceleration', 'type': 'quantitative'}}}"
How many products have 3 or more quantity ordered ?,Under specified,superstore,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/superstore.csv,"{fields: [{field: Days to Ship, type: quantitative}, {field: Sales Forecast, type: quantitative}, {field: Ship Status, type: nominal}, {field: Category, type: nominal}, {field: City, type: nominal}, {field: Country, type: nominal}, {field: Customer Name, type: nominal}, {field: Order Date, type: nominal}, {field: Order ID, type: nominal}, {field: Product Name, type: nominal}, {field: Profit, type: quantitative}, {field: Quantity, type: quantitative}, {field: Region, type: nominal}, {field: Sales, type: quantitative}, {field: Segment, type: nominal}, {field: Ship Mode, type: nominal}, {field: State, type: nominal}, {field: Sub-Category, type: nominal}], primaryKey: [Order ID, Product Name]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/superstore.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'bin': True, 'field': 'Quantity', 'type': 'quantitative', 'axis': {'title': 'Order Quantity'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
How many products are ordered in single quantity ?,Under specified,superstore,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/superstore.csv,"{fields: [{field: Days to Ship, type: quantitative}, {field: Sales Forecast, type: quantitative}, {field: Ship Status, type: nominal}, {field: Category, type: nominal}, {field: City, type: nominal}, {field: Country, type: nominal}, {field: Customer Name, type: nominal}, {field: Order Date, type: nominal}, {field: Order ID, type: nominal}, {field: Product Name, type: nominal}, {field: Profit, type: quantitative}, {field: Quantity, type: quantitative}, {field: Region, type: nominal}, {field: Sales, type: quantitative}, {field: Segment, type: nominal}, {field: Ship Mode, type: nominal}, {field: State, type: nominal}, {field: Sub-Category, type: nominal}], primaryKey: [Order ID, Product Name]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/superstore.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'bin': True, 'field': 'Quantity', 'type': 'quantitative', 'axis': {'title': 'Order Quantity'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
show me average Miles Per Gallaon by cylinders in a bar chart,Fully specified,cars,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Cylinders', 'type': 'nominal'}, 'y': {'aggregate': 'mean', 'field': 'MPG', 'type': 'quantitative', 'axis': {'title': 'AVG (MPG)', 'format': '~s'}}}}"
show me MPG by displacement and origin in scatter chart,Fully specified,cars,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.8, 'tooltip': None}, 'encoding': {'x': {'field': 'Displacement', 'type': 'quantitative', 'axis': {'format': '~s'}}, 'y': {'field': 'MPG', 'type': 'quantitative', 'axis': {'format': '~s'}}, 'color': {'field': 'Origin', 'type': 'nominal'}}}"
show me acceleration by weight and by country of origin,Under specified,cars,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv,"{fields: [{field: Model, type: nominal}, {field: MPG, type: quantitative}, {field: Cylinders, type: quantitative}, {field: Displacement, type: quantitative}, {field: Horsepower, type: quantitative}, {field: Weight, type: quantitative}, {field: Acceleration, type: quantitative}, {field: Year, type: quantitative}, {field: Origin, type: nominal}], primaryKey: [Model, Year]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/cars.csv'}, 'mark': {'type': 'point', 'filled': True, 'tooltip': None}, 'encoding': {'column': {'field': 'Origin', 'type': 'nominal'}, 'x': {'field': 'Weight', 'type': 'quantitative', 'axis': {'format': '~s'}}, 'y': {'field': 'Acceleration', 'type': 'quantitative', 'axis': {'format': '~s'}}}}"
Density of sales across regions and their profitability,Under specified,superstore,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/superstore.csv,"{fields: [{field: Days to Ship, type: quantitative}, {field: Sales Forecast, type: quantitative}, {field: Ship Status, type: nominal}, {field: Category, type: nominal}, {field: City, type: nominal}, {field: Country, type: nominal}, {field: Customer Name, type: nominal}, {field: Order Date, type: nominal}, {field: Order ID, type: nominal}, {field: Product Name, type: nominal}, {field: Profit, type: quantitative}, {field: Quantity, type: quantitative}, {field: Region, type: nominal}, {field: Sales, type: quantitative}, {field: Segment, type: nominal}, {field: Ship Mode, type: nominal}, {field: State, type: nominal}, {field: Sub-Category, type: nominal}], primaryKey: [Order ID, Product Name]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/superstore.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.75, 'tooltip': None}, 'encoding': {'color': {'field': 'Region', 'type': 'nominal'}, 'x': {'field': 'Sales', 'type': 'quantitative'}, 'y': {'field': 'Profit', 'type': 'quantitative'}}}"
What are the profits across different states?,Under specified,superstore,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/superstore.csv,"{fields: [{field: Days to Ship, type: quantitative}, {field: Sales Forecast, type: quantitative}, {field: Ship Status, type: nominal}, {field: Category, type: nominal}, {field: City, type: nominal}, {field: Country, type: nominal}, {field: Customer Name, type: nominal}, {field: Order Date, type: nominal}, {field: Order ID, type: nominal}, {field: Product Name, type: nominal}, {field: Profit, type: quantitative}, {field: Quantity, type: quantitative}, {field: Region, type: nominal}, {field: Sales, type: quantitative}, {field: Segment, type: nominal}, {field: Ship Mode, type: nominal}, {field: State, type: nominal}, {field: Sub-Category, type: nominal}], primaryKey: [Order ID, Product Name]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/superstore.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'State', 'type': 'ordinal'}, 'y': {'field': 'Profit', 'aggregate': 'sum', 'type': 'quantitative', 'axis': {'title': 'AVG (Profit)'}}}}"
What product category has more orders placed?,Under specified,superstore,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/superstore.csv,"{fields: [{field: Days to Ship, type: quantitative}, {field: Sales Forecast, type: quantitative}, {field: Ship Status, type: nominal}, {field: Category, type: nominal}, {field: City, type: nominal}, {field: Country, type: nominal}, {field: Customer Name, type: nominal}, {field: Order Date, type: nominal}, {field: Order ID, type: nominal}, {field: Product Name, type: nominal}, {field: Profit, type: quantitative}, {field: Quantity, type: quantitative}, {field: Region, type: nominal}, {field: Sales, type: quantitative}, {field: Segment, type: nominal}, {field: Ship Mode, type: nominal}, {field: State, type: nominal}, {field: Sub-Category, type: nominal}], primaryKey: [Order ID, Product Name]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/superstore.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Sub-Category', 'type': 'nominal', 'sort': {'encoding': 'y', 'order': 'descending'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
Distribution of product sub categories by ordered quantity,Under specified,superstore,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/superstore.csv,"{fields: [{field: Days to Ship, type: quantitative}, {field: Sales Forecast, type: quantitative}, {field: Ship Status, type: nominal}, {field: Category, type: nominal}, {field: City, type: nominal}, {field: Country, type: nominal}, {field: Customer Name, type: nominal}, {field: Order Date, type: nominal}, {field: Order ID, type: nominal}, {field: Product Name, type: nominal}, {field: Profit, type: quantitative}, {field: Quantity, type: quantitative}, {field: Region, type: nominal}, {field: Sales, type: quantitative}, {field: Segment, type: nominal}, {field: Ship Mode, type: nominal}, {field: State, type: nominal}, {field: Sub-Category, type: nominal}], primaryKey: [Order ID, Product Name]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/superstore.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Sub-Category', 'type': 'nominal', 'sort': {'encoding': 'y', 'order': 'descending'}}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'axis': {'title': 'COUNT'}}}}"
sales forecast between Jan 2016 and July 2017,Under specified,superstore,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/superstore.csv,"{fields: [{field: Days to Ship, type: quantitative}, {field: Sales Forecast, type: quantitative}, {field: Ship Status, type: nominal}, {field: Category, type: nominal}, {field: City, type: nominal}, {field: Country, type: nominal}, {field: Customer Name, type: nominal}, {field: Order Date, type: nominal}, {field: Order ID, type: nominal}, {field: Product Name, type: nominal}, {field: Profit, type: quantitative}, {field: Quantity, type: quantitative}, {field: Region, type: nominal}, {field: Sales, type: quantitative}, {field: Segment, type: nominal}, {field: Ship Mode, type: nominal}, {field: State, type: nominal}, {field: Sub-Category, type: nominal}], primaryKey: [Order ID, Product Name]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/superstore.csv'}, 'mark': {'type': 'line', 'tooltip': None}, 'encoding': {'x': {'timeUnit': 'yearmonth', 'field': 'Order Date', 'type': 'temporal', 'axis': {'title': 'Order Date'}}, 'y': {'aggregate': 'sum', 'field': 'Sales Forecast', 'type': 'quantitative', 'axis': {'title': 'SUM (Sales Forecast)'}}}}"
Profitable Sales across regions,Under specified,superstore,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/superstore.csv,"{fields: [{field: Days to Ship, type: quantitative}, {field: Sales Forecast, type: quantitative}, {field: Ship Status, type: nominal}, {field: Category, type: nominal}, {field: City, type: nominal}, {field: Country, type: nominal}, {field: Customer Name, type: nominal}, {field: Order Date, type: nominal}, {field: Order ID, type: nominal}, {field: Product Name, type: nominal}, {field: Profit, type: quantitative}, {field: Quantity, type: quantitative}, {field: Region, type: nominal}, {field: Sales, type: quantitative}, {field: Segment, type: nominal}, {field: Ship Mode, type: nominal}, {field: State, type: nominal}, {field: Sub-Category, type: nominal}], primaryKey: [Order ID, Product Name]}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/superstore.csv'}, 'mark': {'type': 'point', 'filled': True, 'opacity': 0.5, 'tooltip': None}, 'encoding': {'column': {'field': 'Region', 'type': 'nominal'}, 'x': {'field': 'Sales', 'type': 'quantitative'}, 'y': {'field': 'Profit', 'type': 'quantitative'}}}"
what is the worldwide gross distribution per genre,Under specified,movies,https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv,"{fields: [{field: Title, type: nominal}, {field: Worldwide Gross, type: quantitative}, {field: Production Budget, type: quantitative}, {field: Release Year, type: quantitative}, {field: Content Rating, type: nominal}, {field: Running Time, type: quantitative}, {field: Major Genre, type: nominal}, {field: Creative Type, type: nominal}, {field: Rotten Tomatoes Rating, type: quantitative}, {field: IMDB Rating, type: quantitative}], primaryKey: Title}","{'$schema': 'https://vega.github.io/schema/vega-lite/v4.17.0.json', 'data': {'url': 'https://raw.githubusercontent.com/nlvcorpus/nlvcorpus.github.io/main/datasets/movies.csv'}, 'mark': {'type': 'bar', 'tooltip': None}, 'encoding': {'x': {'field': 'Major Genre', 'type': 'nominal'}, 'y': {'aggregate': 'mean', 'field': 'Worldwide Gross', 'type': 'quantitative', 'axis': {'title': 'AVG (Worldwide Gross)', 'format': '~s'}}}}"
